flags,utterance,category,intent
BILQC,"I want to view your refund policy, what should I do?",REFUNDS,check_refund_policy
BIL,how do i view your reimbursement policy?,REFUNDS,check_refund_policy
BIPQC,"I want to check your refund policy, what can I do, please?",REFUNDS,check_refund_policy
B,show me your refund policy,REFUNDS,check_refund_policy
BIPLZ,"can you tell me abput your reimbursement policy, please?",REFUNDS,check_refund_policy
BILZ,can I see your money back gusrantee ?,REFUNDS,check_refund_policy
BILQC,"i wanna see your reimbursement policy, what should i do?",REFUNDS,check_refund_policy
BI,can you check your refund policy?,REFUNDS,check_refund_policy
BI,can you find information about your refund policy?,REFUNDS,check_refund_policy
BLQ,I want to view your reimbursement policy,REFUNDS,check_refund_policy
B,what is your refund policy?,REFUNDS,check_refund_policy
BLQD,"im interested in their money back policy, ask an agent for information about it",REFUNDS,check_refund_policy
BILQZ,where do I check yolur money back guarantee?,REFUNDS,check_refund_policy
BL,help me view your reimbursement policy,REFUNDS,check_refund_policy
BLZ,help me check  your moneyback guarantee,REFUNDS,check_refund_policy
BLQD,ask an agent if i can check their reimbursement policy,REFUNDS,check_refund_policy
BIL,can I see your reimbursement policy?,REFUNDS,check_refund_policy
BIL,can you find information about your money back guarantee?,REFUNDS,check_refund_policy
BILCZ,"I want to view your refund policy, what can I do ?",REFUNDS,check_refund_policy
BPLD,"ask an agent how I could see their reimbursement policy, please",REFUNDS,check_refund_policy
BILQC,"i wanna view your money back guarantee, can u help me?",REFUNDS,check_refund_policy
BLZ,show me your remibursement policy,REFUNDS,check_refund_policy
BILQ,how do I check your money back guarantee?,REFUNDS,check_refund_policy
BIPLC,"I don't know anything about your money back policy, can you tell me about it, please?",REFUNDS,check_refund_policy
BIPLDW,could you ask an agent if I could check their fucking money back policy?,REFUNDS,check_refund_policy
BILQC,"i want to check your money back policy, what should i do?",REFUNDS,check_refund_policy
BL,where to view your reimbursement policy,REFUNDS,check_refund_policy
BILC,"I want to view your reimbursement policy, can you help me?",REFUNDS,check_refund_policy
BIL,can you tell me about your reimbursement policy?,REFUNDS,check_refund_policy
BILQC,"I want to see your reimbursement policy, what can I do?",REFUNDS,check_refund_policy
BIM,can you tell me if I get a full refund in case I cancel my tickets?,REFUNDS,check_refund_policy
BC,I'm interested in your refund policy and I need information about it,REFUNDS,check_refund_policy
BIL,can you check your reimbursement policy?,REFUNDS,check_refund_policy
BIL,where do I check your money back policy?,REFUNDS,check_refund_policy
BIPQD,can u ask an agent if i could check their refund policy?,REFUNDS,check_refund_policy
BILQ,how can I view your money back guarantee?,REFUNDS,check_refund_policy
BILQC,"i want to view your money back policy, can u help me?",REFUNDS,check_refund_policy
BIL,can you give me information about your money back policy?,REFUNDS,check_refund_policy
BLQC,"im interested in your reimbursement policy, tell me about it",REFUNDS,check_refund_policy
BILQC,"i want to see your refund policy, what do i have to do?",REFUNDS,check_refund_policy
BL,how to see your money back guarantee,REFUNDS,check_refund_policy
BDZ,askan agent about their refund policy,REFUNDS,check_refund_policy
BIL,can you show me information about your money back policy?,REFUNDS,check_refund_policy
BI,do I get a full refund in case I cancel my ticket?,REFUNDS,check_refund_policy
BLC,I don't know anything about your reimbursement policy and I need information about it,REFUNDS,check_refund_policy
BMQ,I want to know if I get a full refund in case I cancel my tickets,REFUNDS,check_refund_policy
BI,how long do refunds take?,REFUNDS,check_refund_policy
BILC,"i want to view your money back guarantee, what should i do?",REFUNDS,check_refund_policy
BILQ,can u check your reimbursement policy?,REFUNDS,check_refund_policy
BQC,im interested in your refund policy and i want to know about it,REFUNDS,check_refund_policy
BSQ,I need help checking your refund policy,REFUNDS,check_refund_policy
BIPLQD,"please, could u ask an agent where i could view their money back policy?",REFUNDS,check_refund_policy
B,tell me if I get a full refund in case I cancel my ticket,REFUNDS,check_refund_policy
BILQC,"I want to check your reimbursement policy, what do I have to do?",REFUNDS,check_refund_policy
BIC,"I'm interested in your refund policy, can you tell me about it?",REFUNDS,check_refund_policy
BILQC,"I want to view your money back policy, what should I do?",REFUNDS,check_refund_policy
BI,where do i check your refund policy?,REFUNDS,check_refund_policy
BILZ,can i vfiew your money back policy?,REFUNDS,check_refund_policy
B,tell me how long refunds take,REFUNDS,check_refund_policy
BLD,ask an agent where to view their money back guarantee,REFUNDS,check_refund_policy
BL,i want to check your reimbursement policy,REFUNDS,check_refund_policy
BILQC,"i wanna see your reimbursement policy, what can i do?",REFUNDS,check_refund_policy
B,I want to know how long refunds take,REFUNDS,check_refund_policy
BL,show me your money back guarantee,REFUNDS,check_refund_policy
BL,check your reimbursement policy,REFUNDS,check_refund_policy
BILQC,"I want to view your money back guarantee, what do I have to do?",REFUNDS,check_refund_policy
BILQ,where can I see your money back policy?,REFUNDS,check_refund_policy
B,I want information about your refund policy,REFUNDS,check_refund_policy
BL,how to view your money back guarantee,REFUNDS,check_refund_policy
B,how long does a refund take?,REFUNDS,check_refund_policy
BIL,can I check your money back guarantee?,REFUNDS,check_refund_policy
BILC,"I don't know anything about your reimbursement policy, can you tell me about it?",REFUNDS,check_refund_policy
BILZ,how do I view out reimbursement policy?,REFUNDS,check_refund_policy
BILQC,"i wanna view your refund policy, can u help me?",REFUNDS,check_refund_policy
BIQCZ,"i want to check your refund policy , can u help me?",REFUNDS,check_refund_policy
BIPLC,"I want to check your money back policy, can you help me, please?",REFUNDS,check_refund_policy
BLQZ, wan to check your money back guarantee,REFUNDS,check_refund_policy
BIPLD,"can you ask an agent if I could view their refund policy, please?",REFUNDS,check_refund_policy
BILZ,ohw do I view your money back policy ?,REFUNDS,check_refund_policy
BCZ,I don't know anything about your rfund policy and I want information about it,REFUNDS,check_refund_policy
BILQ,where do I see your reimbursement policy?,REFUNDS,check_refund_policy
BILC,"I want to see your money back guarantee, what do I have to do?",REFUNDS,check_refund_policy
BILQD,can u ask an agent how to check their money back policy?,REFUNDS,check_refund_policy
BLD,ask an agent if i can see their reimbursement policy,REFUNDS,check_refund_policy
BIC,"I don't know anything about your refund policy, can you tell me about it?",REFUNDS,check_refund_policy
BIPLQC,"i want to check your money back policy, can u help me, please?",REFUNDS,check_refund_policy
BLQDZ,ask an agent to check thier money back guarantee,REFUNDS,check_refund_policy
BIPL,could you find information about your money back policy?,REFUNDS,check_refund_policy
BILC,"I want to see your money back policy, what do I have to do?",REFUNDS,check_refund_policy
BDZ,ask an agent fi I get an full refund in case I cancel my ticket,REFUNDS,check_refund_policy
BLQD,ask an agent how i can see their money back policy,REFUNDS,check_refund_policy
BLD,ask an agent how to view their money back policy,REFUNDS,check_refund_policy
BILQC,"I want to see your refund policy, what can I do?",REFUNDS,check_refund_policy
BILC,"I want to view your money back policy, can you help me?",REFUNDS,check_refund_policy
BIL,where do i see your refund policy?,REFUNDS,check_refund_policy
BILQC,"I want to check your money back guarantee, what do I have to do?",REFUNDS,check_refund_policy
BILQ,where can I see your reimbursement policy?,REFUNDS,check_refund_policy
BILQC,"I want to check your money back policy, what should I do?",REFUNDS,check_refund_policy
BIPD,"please, can you ask an agent if I get a full refund in case I cancel my ticket?",REFUNDS,check_refund_policy
BIPLD,"could you ask an agent to check their money back policy, please?",REFUNDS,check_refund_policy
BILCZ,"I want to see your reimbursement policy, what dl I have to do?",REFUNDS,check_refund_policy
BIPLQWCZ,"id like to see your fuckingv money back policy, what do i have to do?",REFUNDS,check_refund_policy
BIPLDW,could you ask an agent where to view their fucking refund policy?,REFUNDS,check_refund_policy
BLQ,i wanna see your money back guarantee,REFUNDS,check_refund_policy
BILCZ,"i want to check your reimbursement policy, what can i do ?",REFUNDS,check_refund_policy
BIPLQD,could u ask an agent where to see their money back guarantee?,REFUNDS,check_refund_policy
BLD,ask an agent to find information about their reimbursement policy,REFUNDS,check_refund_policy
BLQZ,i wanna view yoour money back guarantee,REFUNDS,check_refund_policy
BLCZ,I'm interested in your money back guaranree and I want to know about it,REFUNDS,check_refund_policy
BIPLQD,"please, can u ask an agent to show me information about their money back policy?",REFUNDS,check_refund_policy
BIL,how can I view your refund policy?,REFUNDS,check_refund_policy
BIL,how do I view your money back guarantee?,REFUNDS,check_refund_policy
BIPLDW,"could you ask an agent how I could view their fucking money back guarantee, please?",REFUNDS,check_refund_policy
BILQ,can i view your money back guarantee?,REFUNDS,check_refund_policy
BSLZ,i need help viewwing your money back guarantee,REFUNDS,check_refund_policy
BLD,ask an agent how i can view their refund policy,REFUNDS,check_refund_policy
BC,I don't know anything about your refund policy and I need information about it,REFUNDS,check_refund_policy
BIPLQDWZ,could u askan agent ohw to check their fucking money back guarantee?,REFUNDS,check_refund_policy
BIL,can you give me information about your reimbursement policy?,REFUNDS,check_refund_policy
BIPLCZ,"I'd like to view your reufnd policy, what should I do, pleae?",REFUNDS,check_refund_policy
BIPLDZ,could you ask an agent for information abuot their money back guarantee?,REFUNDS,check_refund_policy
BIL,where can I view your money back guarantee?,REFUNDS,check_refund_policy
BILQ,where do I view your reimbursement policy?,REFUNDS,check_refund_policy
BLD,ask an agent where to view their money back policy,REFUNDS,check_refund_policy
BILQCZ,"I want to view your reimbursement policy, qhat should I do?",REFUNDS,check_refund_policy
BLQD,ask an agent where to check their reimbursement policy,REFUNDS,check_refund_policy
BLQD,ask an agent how to see their reimbursement policy,REFUNDS,check_refund_policy
BSL,I need help viewing your refund policy,REFUNDS,check_refund_policy
BIL,how can I view your reimbursement policy?,REFUNDS,check_refund_policy
BL,where to view your money back guarantee,REFUNDS,check_refund_policy
B,where to check your refund policy,REFUNDS,check_refund_policy
BIPLDW,can you ask an agent where I could see their fucking reimbursement policy?,REFUNDS,check_refund_policy
BCZ,I don't know anything about your refund policy and I want to knowabout it,REFUNDS,check_refund_policy
B,help me check your refund policy,REFUNDS,check_refund_policy
BPLWC,I don't know anything about your fucking reimbursement policy and I'd like to know about it,REFUNDS,check_refund_policy
BIPLQCZ,"id like to check your money back pooicy, can u help me?",REFUNDS,check_refund_policy
BQZ,iminterested in your refund policy,REFUNDS,check_refund_policy
BIL,how do I see your refund policy?,REFUNDS,check_refund_policy
BILQC,"i wanna check your money back policy, what should i do?",REFUNDS,check_refund_policy
BLC,I'm interested in your reimbursement policy and I want to know about it,REFUNDS,check_refund_policy
BIPLDW,"please, can you ask an agent if I can view their fucking reimbursement policy?",REFUNDS,check_refund_policy
BL,help me see your reimbursement policy,REFUNDS,check_refund_policy
BL,help me view your money back guarantee,REFUNDS,check_refund_policy
BILQCZ,"I want to check your reimbursement policy, what should I do ?",REFUNDS,check_refund_policy
BILQDZ,can u ask an agent to show me infrmation about their refund policy?,REFUNDS,check_refund_policy
BIL,can you tell me about your money back policy?,REFUNDS,check_refund_policy
B,I need information about your refund policy,REFUNDS,check_refund_policy
BILC,"I want to check your money back guarantee, what can I do?",REFUNDS,check_refund_policy
BIPLDZ,"please, could you ask an agent how I could check their money abck guarantee?",REFUNDS,check_refund_policy
BL,information about your money back policy,REFUNDS,check_refund_policy
BILQ,how can I check your money back guarantee?,REFUNDS,check_refund_policy
BIPLQDW,"can u ask an agent how i can see their fucking refund policy, please?",REFUNDS,check_refund_policy
BPLQDWZ,"please , ask an agent to show me information about their fucking money back policy",REFUNDS,check_refund_policy
BLC,I'm interested in your reimbursement policy and I want information about it,REFUNDS,check_refund_policy
B,where is your refund policy?,REFUNDS,check_refund_policy
BILQZ,where can i see your refund policy ?,REFUNDS,check_refund_policy
BLC,I don't know anything about your reimbursement policy and I want information about it,REFUNDS,check_refund_policy
BILQC,"I want to view your reimbursement policy, what do I have to do?",REFUNDS,check_refund_policy
BILZ,can Isee your moey back policy?,REFUNDS,check_refund_policy
BILQ,how can I see your refund policy?,REFUNDS,check_refund_policy
BLQD,ask an agent where i can view their reimbursement policy,REFUNDS,check_refund_policy
BL,I want to see your refund policy,REFUNDS,check_refund_policy
BPLQD,ask an agent where I could see their refund policy,REFUNDS,check_refund_policy
BIL,where do I see your money back guarantee?,REFUNDS,check_refund_policy
BILQ,where do I view your money back policy?,REFUNDS,check_refund_policy
BL,I'm interested in your money back guarantee,REFUNDS,check_refund_policy
BLZ,I want information about your mnoney back guarantee,REFUNDS,check_refund_policy
BLZ,I'm  interested in your money back policy,REFUNDS,check_refund_policy
BLC,I don't know anything about your money back guarantee and I want to know about it,REFUNDS,check_refund_policy
BIQC,"I want to check your refund policy, what do I have to do?",REFUNDS,check_refund_policy
BLQD,ask an agent where i can see their reimbursement policy,REFUNDS,check_refund_policy
BC,"I'm interested in your refund policy, tell me about it",REFUNDS,check_refund_policy
BILQ,where can I see your refund policy?,REFUNDS,check_refund_policy
BLC,I don't know anything about your money back policy and I need information about it,REFUNDS,check_refund_policy
BIPL,"can you show me your money back policy, please?",REFUNDS,check_refund_policy
BLC,I don't know anything about your money back policy and I want to know about it,REFUNDS,check_refund_policy
BPSL,"I need help checking your money back policy, please",REFUNDS,check_refund_policy
BIPLQD,can u ask an agent how i could see their refund policy?,REFUNDS,check_refund_policy
BIPLQDW,"could u ask an agent if i could see their fucking money back policy, please?",REFUNDS,check_refund_policy
B,refund policy,REFUNDS,check_refund_policy
BIPLD,"please, can you ask an agent to find information about their reimbursement policy?",REFUNDS,check_refund_policy
BLZ,howto check your money back policy,REFUNDS,check_refund_policy
BSL,I need help checking your money back policy,REFUNDS,check_refund_policy
BIPLQDZ,could u ask an agent if i could see their reimbursemenmt policy?,REFUNDS,check_refund_policy
BILQ,can I see your refund policy?,REFUNDS,check_refund_policy
BPLD,"please, ask an agent to give me information about their money back guarantee",REFUNDS,check_refund_policy
BILC,"I want to view your money back guarantee, what should I do?",REFUNDS,check_refund_policy
BILC,"i want to view your money back guarantee, what can i do?",REFUNDS,check_refund_policy
BILC,"I want to see your reimbursement policy, what should I do?",REFUNDS,check_refund_policy
BI,can you tell me if service fees are refundable?,REFUNDS,check_refund_policy
BPLC,"I'm interested in your money back guarantee, tell me about it, please",REFUNDS,check_refund_policy
BLC,"the game was postponed, help me obtain a reimbursement",REFUNDS,get_refund
BILC,"the game was postponed, what should I do to obtain a reimbursement?",REFUNDS,get_refund
BILC,"the concert was postponed, what should I do to request a reimbursement?",REFUNDS,get_refund
BLQD,ask an agent if i can receive a refund,REFUNDS,get_refund
BILC,"the event was postponed, what do i have to do to request a reimbursement?",REFUNDS,get_refund
BILC,"the game was cancelled, how do i get a refund?",REFUNDS,get_refund
BILC,"the concert was cancelled, what should I do to get a refund?",REFUNDS,get_refund
BILC,"the game was cancelled, what should i do?",REFUNDS,get_refund
BLQC,the game was postponed and i wanna obtain a reimbursement,REFUNDS,get_refund
BILQC,"the concert was postponed, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BLC,"the concert was cancelled, help me obtain a reimbursement",REFUNDS,get_refund
BILQC,"the concert was postponed, what should I do to request a refund?",REFUNDS,get_refund
BILQC,"the show was cancelled, what can I do to obtain a reimbursement?",REFUNDS,get_refund
BLCZ,"the show was cancelled, help me egt a refund",REFUNDS,get_refund
BILQCZ,"the event was postponed , what do i have to do to obtain a reimbursement ?",REFUNDS,get_refund
BILQC,"the show was cancelled, how do I get a reimbursement?",REFUNDS,get_refund
BSLQ,i need help obtaining a refund,REFUNDS,get_refund
BIL,where do i request a refund?,REFUNDS,get_refund
BIQC,"I want a refund, what should I do to get one?",REFUNDS,get_refund
BILQZ,wjere can i obtain a reimbursement?,REFUNDS,get_refund
BLC,the concert was cancelled and I want to obtain a reimbursement,REFUNDS,get_refund
BILC,"I need a reimbursement, what should I do to obtain one?",REFUNDS,get_refund
BPLWC,"the fucking concert was postponed, help me obtain a reimbursement, please",REFUNDS,get_refund
BILC,"the game was cancelled, what should I do to get a reimbursement?",REFUNDS,get_refund
BLQC,"I need a reimbursement, help me get one",REFUNDS,get_refund
BIPLQD,could u ask an agent to request a refund?,REFUNDS,get_refund
BILC,"the show was postponed, what can I do to request a reimbursement?",REFUNDS,get_refund
BILQC,"the concert was postponed, can I get a reimbursement?",REFUNDS,get_refund
BILCZ,"i want a reimbursement, can i request one ?",REFUNDS,get_refund
BLD,ask an agent to get a reimbursement,REFUNDS,get_refund
BIL,where can I get a reimbursement?,REFUNDS,get_refund
BILD,can you ask an agent where to request a refund?,REFUNDS,get_refund
BILQCZ,"i wanta reimbursement, what should i do?",REFUNDS,get_refund
BLC,"the show was postponed, obtain a refund",REFUNDS,get_refund
BIC,"the event was postponed, can you help me?",REFUNDS,get_refund
BIPQC,"id like a refund, what do i have to do to get one?",REFUNDS,get_refund
BLC,"the game was cancelled, get a refund",REFUNDS,get_refund
BIPLC,"the concert was cancelled, how could I request a reimbursement?",REFUNDS,get_refund
BILC,"the concert was postponed, what should I do to get a refund?",REFUNDS,get_refund
BIPLCZ,"he game was postponed, could I obtain a reimbursement ?",REFUNDS,get_refund
BILC,"the show was postponed, how can I obtain a refund?",REFUNDS,get_refund
BIC,"I want a refund, how do I get one?",REFUNDS,get_refund
BILC,"the show was postponed, how do I request a reimbursement?",REFUNDS,get_refund
BILC,"the show was cancelled, what do I have to do?",REFUNDS,get_refund
BILC,"the show was cancelled, what should i do to obtain a reimbursement?",REFUNDS,get_refund
BPLEC,the show was cancelled and I would like to request a reimbursement,REFUNDS,get_refund
BLC,the game was postponed and I want to obtain a refund,REFUNDS,get_refund
BPLD,ask an agent where i could obtain a reimbursement,REFUNDS,get_refund
BILQC,"the event was cancelled, how do i request a refund?",REFUNDS,get_refund
BLQC,the show was postponed and i wanna request a reimbursement,REFUNDS,get_refund
BILC,"i need a refund, what can i do to obtain one?",REFUNDS,get_refund
BLQC,the concert was postponed and i want to get a reimbursement,REFUNDS,get_refund
BLC,"the concert was postponed, help me get a reimbursement",REFUNDS,get_refund
BL,how to get a reimbursement,REFUNDS,get_refund
BILC,"I need a refund, how do I obtain one?",REFUNDS,get_refund
BLQC,the game was postponed and i wanna get a reimbursement,REFUNDS,get_refund
BLC,"the show was cancelled, get a reimbursement",REFUNDS,get_refund
BLC,"the concert was postponed, help me request a reimbursement",REFUNDS,get_refund
BILC,"I want to request a reimbursement, what can I do?",REFUNDS,get_refund
BILQC,"the game was cancelled, what do I have to do to get a reimbursement?",REFUNDS,get_refund
BILQC,"the show was cancelled, what can I do?",REFUNDS,get_refund
BILQC,"the event was cancelled, how do I request a refund?",REFUNDS,get_refund
BILC,"the concert was cancelled, how do i request a reimbursement?",REFUNDS,get_refund
BIPDW,"please, can you ask an agent how I could get a fucking refund?",REFUNDS,get_refund
BILC,"the event was postponed, how can i obtain a refund?",REFUNDS,get_refund
BL,where to receive a refund,REFUNDS,get_refund
BSLQZ,I eed help obtaining a refund,REFUNDS,get_refund
BILC,"the game was cancelled, how do i request a refund?",REFUNDS,get_refund
BILQC,"the game was postponed, what should I do to request a reimbursement?",REFUNDS,get_refund
BIC,"I need a refund, how do I get one?",REFUNDS,get_refund
BILQC,"the show was postponed, what should I do to get a refund?",REFUNDS,get_refund
BIC,"I want a refund, how can I get one?",REFUNDS,get_refund
BILQC,"the show was postponed, what can i do to request a refund?",REFUNDS,get_refund
BILQC,"the concert was postponed, what should i do to get a reimbursement?",REFUNDS,get_refund
BILC,"I need a reimbursement, what should I do to get one?",REFUNDS,get_refund
BILQCZ,"the ahow was cancelled, can u help me?",REFUNDS,get_refund
BILQ,where can I request a refund?,REFUNDS,get_refund
BLC,"i want a reimbursement, help me get one",REFUNDS,get_refund
BILQC,"I want to obtain a refund, what should I do?",REFUNDS,get_refund
BC,"the event was cancelled, get a refund",REFUNDS,get_refund
BLC,"the concert was postponed, help me obtain a reimbursement",REFUNDS,get_refund
BILQCZ,"the concert was postponed, what do I havbe to do to get a refund?",REFUNDS,get_refund
BLC,"the event was postponed, help me request a reimbursement",REFUNDS,get_refund
BPLECZ,"the game was cancelled and I would like to obtain an refund, please",REFUNDS,get_refund
BIL,where do I obtain a reimbursement?,REFUNDS,get_refund
BILQC,"the concert was postponed, can u help me?",REFUNDS,get_refund
BILQ,how do i obtain a reimbursement?,REFUNDS,get_refund
BILQC,"the game was postponed, what do i have to do to get a refund?",REFUNDS,get_refund
BILQC,"the concert was cancelled, what do i have to do to request a refund?",REFUNDS,get_refund
BILC,"the show was postponed, what do I have to do to get a refund?",REFUNDS,get_refund
BLC,"the game was cancelled, help me request a reimbursement",REFUNDS,get_refund
BLCZ,"the event was postponed,  get a reimbursement",REFUNDS,get_refund
BLQD,ask an agent where to obtain a reimbursement,REFUNDS,get_refund
BILQC,"I want a refund, how can I obtain one?",REFUNDS,get_refund
BILQ,what can I request a reimbursement for?,REFUNDS,get_refund
BLQD,ask an agent where to receive a refund,REFUNDS,get_refund
BLQD,ask an agent if i can obtain a reimbursement,REFUNDS,get_refund
BILC,"I want to request a reimbursement, what do I have to do?",REFUNDS,get_refund
BIPLD,"please, could you ask an agent if I could receive a refund?",REFUNDS,get_refund
BILQ,where can I obtain a refund?,REFUNDS,get_refund
BILC,"the event was postponed, what can I do to obtain a refund?",REFUNDS,get_refund
BILQC,"the game was cancelled, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BIL,when will I obtain a reimbursement?,REFUNDS,get_refund
BLQC,the event was cancelled and I want to request a refund,REFUNDS,get_refund
BILC,"I want a reimbursement, what should I do to obtain one?",REFUNDS,get_refund
BLC,"the show was cancelled, help me request a reimbursement",REFUNDS,get_refund
BILC,"the game was cancelled, what should I do to obtain a refund?",REFUNDS,get_refund
BLC,"the event was cancelled, help me get a reimbursement",REFUNDS,get_refund
BILC,"I want to request a refund, what can I do?",REFUNDS,get_refund
BILC,"I want to obtain a reimbursement, can you help me?",REFUNDS,get_refund
BIPC,"I'd like a refund, what should I do to get one?",REFUNDS,get_refund
BILQZ,how do i receive a  reimbursement?,REFUNDS,get_refund
BLC,"the event was cancelled, obtain a refund",REFUNDS,get_refund
BIC,"I want a refund, can you help me?",REFUNDS,get_refund
BILQC,"i want to request a refund, what should i do?",REFUNDS,get_refund
BILQC,"I want a refund, what do I have to do to obtain one?",REFUNDS,get_refund
BIPLQC,"the game was cancelled, could i request a reimbursement?",REFUNDS,get_refund
BPLQC,"the show was postponed and i wanna obtain a refund, please",REFUNDS,get_refund
BILC,"the event was postponed, can i get a reimbursement?",REFUNDS,get_refund
BIPLC,"I'd like a reimbursement, can I obtain one?",REFUNDS,get_refund
BILC,"the game was cancelled, what should I do to get a refund?",REFUNDS,get_refund
BILQC,"the show was postponed, how do I get a reimbursement?",REFUNDS,get_refund
BILCZ,"tne show was cancelled, what do I have to do to request a refund ?",REFUNDS,get_refund
BILC,"I need a reimbursement, how can I get one?",REFUNDS,get_refund
BLCZ,"the concert was cancelled, help me get arefund",REFUNDS,get_refund
BILC,"the show was postponed, can I get a refund?",REFUNDS,get_refund
BILQC,"the show was cancelled, what should i do to request a refund?",REFUNDS,get_refund
BILC,"the concert was postponed, what can i do to obtain a reimbursement?",REFUNDS,get_refund
BILQC,"the game was cancelled, can u help me?",REFUNDS,get_refund
BI,when will I get a refund?,REFUNDS,get_refund
BILCZ,"the event was postpoend, what do I have to do to request a reimbursement?",REFUNDS,get_refund
BILC,"the concert was cancelled, what do I have to do to get a refund?",REFUNDS,get_refund
BLC,"the show was cancelled, help me obtain a reimbursement",REFUNDS,get_refund
BLQC,the game was cancelled and i want to get a refund,REFUNDS,get_refund
BLC,"the game was cancelled, request a reimbursement",REFUNDS,get_refund
BLZ,where toobtain a  refund,REFUNDS,get_refund
BILC,"the concert was postponed, how do I request a refund?",REFUNDS,get_refund
BIPLQ,how could I request a reimbursement?,REFUNDS,get_refund
BIPLD,"please, could you ask an agent where I can obtain a reimbursement?",REFUNDS,get_refund
BIQD,can u ask an agent how to get a refund?,REFUNDS,get_refund
BLQC,the concert was postponed and i want to request a refund,REFUNDS,get_refund
BPLC,"the game was cancelled, obtain a refund, please",REFUNDS,get_refund
BILQCZ,"I want a reimbursement, what should I do to request on?",REFUNDS,get_refund
BL,help me obtain a refund,REFUNDS,get_refund
BILC,"the concert was postponed, can I obtain a refund?",REFUNDS,get_refund
BILQC,"the game was cancelled, can I obtain a reimbursement?",REFUNDS,get_refund
BILQC,"I need a refund, can I request one?",REFUNDS,get_refund
BILQC,"the show was cancelled, what can I do to get a reimbursement?",REFUNDS,get_refund
BILQC,"the game was postponed, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BILQC,"the event was cancelled, how can i get a reimbursement?",REFUNDS,get_refund
BILQC,"the show was cancelled, can I get a reimbursement?",REFUNDS,get_refund
BIPLQD,"please, can u ask an agent if i could get a reimbursement?",REFUNDS,get_refund
BILQC,"the event was cancelled, what should I do to obtain a refund?",REFUNDS,get_refund
BILQC,"I need a refund, what do I have to do to request one?",REFUNDS,get_refund
BLC,the event was postponed and i want to obtain a reimbursement,REFUNDS,get_refund
BLC,"the event was cancelled, help me obtain a refund",REFUNDS,get_refund
BILC,"the game was postponed, what can I do to get a refund?",REFUNDS,get_refund
BILC,"the show was cancelled, can you help me?",REFUNDS,get_refund
BILQC,"the game was cancelled, can I request a refund?",REFUNDS,get_refund
BILQC,"the concert was postponed, what do I have to do to obtain a refund?",REFUNDS,get_refund
BIQCZ,"i needd a refund, can  help me?",REFUNDS,get_refund
BIQC,"the event was cancelled, what can I do?",REFUNDS,get_refund
BILC,"the concert was cancelled, what can I do to get a refund?",REFUNDS,get_refund
BILC,"the game was cancelled, what can i do to obtain a refund?",REFUNDS,get_refund
BIQC,"I need a refund, what should I do?",REFUNDS,get_refund
BLCZ,"the event was cancelled , help me request a reimbursement",REFUNDS,get_refund
BLWC,"i want a fucking reimbursement, help me request one",REFUNDS,get_refund
BL,how to obtain a refund,REFUNDS,get_refund
BILQD,can u ask an agent if i can get a reimbursement?,REFUNDS,get_refund
BILZ,were can I receive a reimbursement?,REFUNDS,get_refund
BILQD,can u ask an agent where to obtain a refund?,REFUNDS,get_refund
BIL,how can I obtain a refund?,REFUNDS,get_refund
BLC,the game was cancelled and I want to get a reimbursement,REFUNDS,get_refund
BILC,"the concert was postponed, what can i do to get a refund?",REFUNDS,get_refund
BILQC,"I want to obtain a reimbursement, what can I do?",REFUNDS,get_refund
BIC,"the event was cancelled, what should I do?",REFUNDS,get_refund
BLZ,how to obtain a erimbursement,REFUNDS,get_refund
BILQC,"the game was cancelled, what can i do to request a refund?",REFUNDS,get_refund
BIQC,"the event was postponed, how do I get a refund?",REFUNDS,get_refund
BLCZ,the show was postponed and I want to request an refund,REFUNDS,get_refund
BILQC,"the show was cancelled, what should I do?",REFUNDS,get_refund
BPLD,"ask an agent when I will get a reimbursement, please",REFUNDS,get_refund
BILC,"the concert was cancelled, how do I get a refund?",REFUNDS,get_refund
BLC,"the event was cancelled, help me obtain a reimbursement",REFUNDS,get_refund
BIPLDW,"can you ask an agent when I will get a fucking reimbursement, please?",REFUNDS,get_refund
BILQ,how can i receive a reimbursement?,REFUNDS,get_refund
BLC,"the concert was postponed, request a reimbursement",REFUNDS,get_refund
BIPLQD,"please, could u ask an agent where i can receive a refund?",REFUNDS,get_refund
BPLWC,"the game was postponed and I'd like to get a fucking refund, please",REFUNDS,get_refund
BILQC,"the show was postponed, how do I get a refund?",REFUNDS,get_refund
BILQC,"the show was postponed, what do I have to do?",REFUNDS,get_refund
BPLWC,"the show was cancelled and I'd like to get a fucking refund, please",REFUNDS,get_refund
BILC,"the concert was postponed, what can i do?",REFUNDS,get_refund
BICZ,"the event was cancelled, what should I do go get a refund?",REFUNDS,get_refund
BLC,the event was cancelled and i want to request a reimbursement,REFUNDS,get_refund
BILQC,"i want a reimbursement, what do i have to do to get one?",REFUNDS,get_refund
BLQCZ,"I need a reimbursemewnt, help me obtain one",REFUNDS,get_refund
B,where to get a refund,REFUNDS,get_refund
BILC,"I need a reimbursement, what should I do to request one?",REFUNDS,get_refund
BILQC,"the concert was cancelled, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BIPLC,"the concert was postponed, how could I obtain a reimbursement?",REFUNDS,get_refund
